id,date,dotw,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories
3,4/12/2016,Tuesday,10694,7.769999981,7.769999981,0,0.140000001,2.299999952,5.329999924,0,2,51,256,1131,3199
3,4/13/2016,Wednesday,8001,5.820000172,5.820000172,0,2.279999971,0.899999976,2.640000105,0,30,16,135,1259,2902
3,4/14/2016,Thursday,11037,8.020000458,8.020000458,0,0.360000014,2.559999943,5.099999905,0,5,58,252,1125,3226
3,4/15/2016,Friday,5263,3.829999924,3.829999924,0,0.219999999,0.150000006,3.450000048,0,3,4,170,1263,2750
3,4/16/2016,Saturday,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,3493
3,4/17/2016,Sunday,8757,6.369999886,6.369999886,0,2.25,0.569999993,3.549999952,0,29,13,186,1212,3011
3,4/18/2016,Monday,7132,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271,2806
3,4/19/2016,Tuesday,11256,8.180000305,8.180000305,0,0.360000014,2.529999971,5.300000191,0,5,58,278,1099,3300
3,4/20/2016,Wednesday,2436,1.769999981,1.769999981,0,0,0,1.75999999,0.01,0,0,125,1315,2430
3,4/21/2016,Thursday,1223,0.889999986,0.889999986,0,0,0,0.879999995,0.01,0,0,38,1402,2140
3,4/22/2016,Friday,3673,2.670000076,2.670000076,0,0,0,2.660000086,0.01,0,0,86,1354,2344
3,4/23/2016,Saturday,6637,4.829999924,4.829999924,0,0,0.579999983,4.25,0,0,15,160,1265,2677
3,4/24/2016,Sunday,3321,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351,2413
3,4/25/2016,Monday,3580,2.599999905,2.599999905,0,0.589999974,0.059999999,1.950000048,0,8,1,94,1337,2497
3,4/26/2016,Tuesday,9919,7.210000038,7.210000038,0,0.800000012,1.720000029,4.690000057,0,11,41,223,1165,3123
3,4/27/2016,Wednesday,3032,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322,2489
3,4/28/2016,Thursday,9405,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157,3108
3,4/29/2016,Friday,3176,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,120,1193,2498
3,4/30/2016,Saturday,18213,13.23999977,13.23999977,0,0.629999995,3.140000105,9.460000038,0,9,71,402,816,3846
3,5/1/2016,Sunday,6132,4.460000038,4.460000038,0,0.239999995,0.99000001,3.230000019,0,3,24,146,908,2696
3,5/2/2016,Monday,3758,2.730000019,2.730000019,0,0.07,0.310000002,2.349999905,0,1,7,148,682,2580
3,5/3/2016,Tuesday,12850,9.340000153,9.340000153,0,0.720000029,4.090000153,4.539999962,0,10,94,221,1115,3324
3,5/4/2016,Wednesday,2309,1.679999948,1.679999948,0,0,0,1.659999967,0.02,0,0,52,1388,2222
3,5/5/2016,Thursday,4363,3.190000057,3.190000057,0,0.519999981,0.540000021,2.130000114,0.01,6,12,81,1341,2463
3,5/6/2016,Friday,9787,7.119999886,7.119999886,0,0.819999993,0.270000011,6.010000229,0.02,11,6,369,1054,3328
3,5/7/2016,Saturday,13372,9.720000267,9.720000267,0,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,3404
3,5/8/2016,Sunday,6724,4.889999866,4.889999866,0,0,0,4.880000114,0,0,0,295,991,2987
3,5/9/2016,Monday,6643,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.01,32,6,303,1099,3008
3,5/10/2016,Tuesday,9167,6.659999847,6.659999847,0,0.879999995,0.810000002,4.96999979,0.01,12,19,155,1254,2799
3,5/11/2016,Wednesday,1329,0.970000029,0.970000029,0,0,0,0.949999988,0.01,0,0,49,713,1276
4,4/12/2016,Tuesday,6697,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101,2030
4,4/13/2016,Wednesday,4929,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192,1860
4,4/14/2016,Thursday,7937,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843,2130
4,4/15/2016,Friday,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527,1725
4,4/16/2016,Saturday,3414,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293,1657
4,4/17/2016,Sunday,4525,2.99000001,2.99000001,0,0.140000001,0.25999999,2.589999914,0,2,8,199,1231,1793
4,4/18/2016,Monday,4597,3.039999962,3.039999962,0,0,0.479999989,2.559999943,0,0,12,217,1211,1814
4,4/19/2016,Tuesday,197,0.129999995,0.129999995,0,0,0,0.129999995,0,0,0,10,1430,1366
4,4/20/2016,Wednesday,8,0.01,0.01,0,0,0,0.01,0,0,0,1,1439,1349
4,4/21/2016,Thursday,8054,5.320000172,5.320000172,0,0.119999997,0.519999981,4.679999828,0,2,13,308,1117,2062
4,4/22/2016,Friday,5372,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,220,1220,1827
4,4/23/2016,Saturday,3570,2.359999895,2.359999895,0,0,0,2.359999895,0,0,0,139,1301,1645
4,4/24/2016,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1347
4,4/25/2016,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1347
4,4/26/2016,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1347
4,4/27/2016,Wednesday,4,0,0,0,0,0,0,0,0,0,1,1439,1348
4,4/28/2016,Thursday,6907,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138,1992
4,4/29/2016,Friday,4920,3.25,3.25,0,0,0,3.25,0,0,0,247,1082,1856
4,4/30/2016,Saturday,4014,2.670000076,2.670000076,0,0,0,2.650000095,0,0,0,184,218,1763
4,5/1/2016,Sunday,2573,1.700000048,1.700000048,0,0,0.25999999,1.450000048,0,0,7,75,585,1541
4,5/2/2016,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1348
4,5/3/2016,Tuesday,4059,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256,1742
4,5/4/2016,Wednesday,2080,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353,1549
4,5/5/2016,Thursday,2237,1.480000019,1.480000019,0,0,0,1.480000019,0,0,0,120,1320,1589
4,5/6/2016,Friday,44,0.029999999,0.029999999,0,0,0,0.029999999,0,0,0,2,1438,1351
4,5/7/2016,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,1347
4,5/8/2016,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,1347
4,5/9/2016,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,1347
4,5/10/2016,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,1347
4,5/11/2016,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,1347
4,5/12/2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,711,665
5,4/12/2016,Tuesday,678,0.469999999,0.469999999,0,0,0,0.469999999,0,0,0,55,734,2220
5,4/13/2016,Wednesday,356,0.25,0.25,0,0,0,0.25,0,0,0,32,986,2151
5,4/14/2016,Thursday,2163,1.5,1.5,0,0,0.400000006,1.100000024,0,0,9,88,1292,2383
5,4/15/2016,Friday,980,0.680000007,0.680000007,0,0,0,0.680000007,0,0,0,51,941,2221
5,4/16/2016,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,2064
5,4/17/2016,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,2063
5,4/18/2016,Monday,244,0.170000002,0.170000002,0,0,0,0.170000002,0,0,0,17,1423,2111
5,4/19/2016,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,2063
5,4/20/2016,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,2063
5,4/21/2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,2064
5,4/22/2016,Friday,149,0.100000001,0.100000001,0,0,0,0.100000001,0,0,0,10,1430,2093
5,4/23/2016,Saturday,2945,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,145,1295,2499
5,4/24/2016,Sunday,2090,1.450000048,1.450000048,0,0.07,0.239999995,1.139999986,0,1,6,75,1358,2324
5,4/25/2016,Monday,152,0.109999999,0.109999999,0,0,0,0.109999999,0,0,0,12,1303,2100
5,4/26/2016,Tuesday,3761,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,192,1058,2638
5,4/27/2016,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,2063
5,4/28/2016,Thursday,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167,2351
5,4/29/2016,Friday,0,0,0,0,0,0,0,0,0,0,0,1440,2063
5,4/30/2016,Saturday,0,0,0,0,0,0,0,0,0,0,0,1440,2064
5,5/1/2016,Sunday,2704,1.870000005,1.870000005,0,1.00999999,0.029999999,0.829999983,0,14,1,70,1355,2411
5,5/2/2016,Monday,3790,2.619999886,2.619999886,0,1.159999967,0.300000012,1.159999967,0,16,8,94,1322,2505
5,5/3/2016,Tuesday,1326,0.920000017,0.920000017,0,0.730000019,0,0.180000007,0,10,0,17,1413,2195
5,5/4/2016,Wednesday,1786,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353,2338
5,5/5/2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,1440,2063
5,5/6/2016,Friday,2091,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,108,1332,2383
5,5/7/2016,Saturday,1510,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392,2229
5,5/8/2016,Sunday,0,0,0,0,0,0,0,0,0,0,0,1440,2063
5,5/9/2016,Monday,0,0,0,0,0,0,0,0,0,0,0,1440,2063
5,5/10/2016,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1440,2063
5,5/11/2016,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1440,2063
5,5/12/2016,Thursday,0,0,0,0,0,0,0,0,0,0,0,966,1383
6,4/12/2016,Tuesday,11875,8.340000153,8.340000153,0,3.309999943,0.769999981,4.260000229,0,42,14,227,1157,2390
6,4/13/2016,Wednesday,12024,8.5,8.5,0,2.99000001,0.100000001,5.409999847,0,43,5,292,1100,2601
6,4/14/2016,Thursday,10690,7.5,7.5,0,2.480000019,0.209999993,4.820000172,0,32,3,257,1148,2312
6,4/15/2016,Friday,11034,8.029999733,8.029999733,0,1.940000057,0.310000002,5.78000021,0,27,9,282,1122,2525
6,4/16/2016,Saturday,10100,7.090000153,7.090000153,0,3.150000095,0.550000012,3.390000105,0,41,11,151,1237,2177
6,4/17/2016,Sunday,15112,11.39999962,11.39999962,0,3.869999886,0.660000026,6.880000114,0,28,29,331,1052,2782
6,4/18/2016,Monday,14131,10.06999969,10.06999969,0,3.640000105,0.119999997,6.300000191,0,48,3,311,1078,2770
6,4/19/2016,Tuesday,11548,8.529999733,8.529999733,0,3.289999962,0.239999995,5,0,31,7,250,1152,2489
6,4/20/2016,Wednesday,15112,10.67000008,10.67000008,0,3.339999914,1.929999948,5.400000095,0,48,63,276,1053,2897
6,4/21/2016,Thursday,12453,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,3158
6,4/22/2016,Friday,12954,9.329999924,9.329999924,0,4.429999828,0.419999987,4.46999979,0,52,10,273,1105,2638
6,4/23/2016,Saturday,6001,4.210000038,4.210000038,0,0,0,4.210000038,0,0,0,249,1191,2069
6,4/24/2016,Sunday,13481,10.27999973,10.27999973,0,4.550000191,1.149999976,4.579999924,0,37,26,216,1161,2529
6,4/25/2016,Monday,11369,8.010000229,8.010000229,0,3.329999924,0.219999999,4.460000038,0,44,8,217,1171,2470
6,4/26/2016,Tuesday,10119,7.190000057,7.190000057,0,1.429999948,0.660000026,5.110000134,0,55,24,275,1086,2793
6,4/27/2016,Wednesday,10159,7.130000114,7.130000114,0,1.039999962,0.970000029,5.119999886,0,19,20,282,1119,2463
6,4/28/2016,Thursday,10140,7.119999886,7.119999886,0,0.409999996,1.330000043,5.389999866,0,6,20,291,1123,2296
6,4/29/2016,Friday,10245,7.190000057,7.190000057,0,0.479999989,1.210000038,5.5,0,21,40,281,1098,2611
6,4/30/2016,Saturday,18387,12.90999985,12.90999985,0,0.939999998,1.399999976,10.56999969,0,13,23,361,1043,2732
6,5/1/2016,Sunday,10538,7.400000095,7.400000095,0,1.940000057,0.959999979,4.5,0,25,28,245,1142,2380
6,5/2/2016,Monday,10379,7.289999962,7.289999962,0,2.609999895,0.340000004,4.329999924,0,36,8,277,1119,2473
6,5/3/2016,Tuesday,12183,8.739999771,8.739999771,0,3.99000001,0.460000008,4.28000021,0,72,14,250,1104,2752
6,5/4/2016,Wednesday,11768,8.289999962,8.289999962,0,2.50999999,0.930000007,4.849999905,0,36,27,272,1105,2649
6,5/5/2016,Thursday,11895,8.350000381,8.350000381,0,2.789999962,0.860000014,4.699999809,0,55,20,253,1112,2609
6,5/6/2016,Friday,10227,7.179999828,7.179999828,0,1.870000005,0.670000017,4.639999866,0,24,17,295,1104,2498
6,5/7/2016,Saturday,6708,4.710000038,4.710000038,0,1.610000014,0.079999998,3.019999981,0,20,2,149,1269,1995
6,5/8/2016,Sunday,3292,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,135,1305,1848
6,5/9/2016,Monday,13379,9.390000343,9.390000343,0,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,2709
6,5/10/2016,Tuesday,12798,8.979999542,8.979999542,0,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,2797
6,5/11/2016,Wednesday,13272,9.319999695,9.319999695,0,4.179999828,1.149999976,3.99000001,0,58,25,224,1133,2544
6,5/12/2016,Thursday,9117,6.409999847,6.409999847,0,1.279999971,0.670000017,4.440000057,0,16,16,236,728,1853
7,4/12/2016,Tuesday,4414,2.74000001,2.74000001,0,0.189999998,0.349999994,2.200000048,0,3,8,181,706,1459
7,4/13/2016,Wednesday,4993,3.099999905,3.099999905,0,0,0,3.099999905,0,0,0,238,663,1521
7,4/14/2016,Thursday,3335,2.069999933,2.069999933,0,0,0,2.049999952,0,0,0,197,653,1431
7,4/15/2016,Friday,3821,2.369999886,2.369999886,0,0,0,2.369999886,0,0,0,188,687,1444
7,4/16/2016,Saturday,2547,1.580000043,1.580000043,0,0,0,1.580000043,0,0,0,150,728,1373
7,4/17/2016,Sunday,838,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,60,1053,1214
7,4/18/2016,Monday,3325,2.059999943,2.059999943,0,0,0,2.059999943,0,0,0,182,1062,1419
7,4/19/2016,Tuesday,2424,1.5,1.5,0,0,0,1.5,0,0,0,141,785,1356
7,4/20/2016,Wednesday,7222,4.480000019,4.480000019,0,0,0,4.480000019,0,0,0,327,623,1667
7,4/21/2016,Thursday,2467,1.529999971,1.529999971,0,0,0,1.529999971,0,0,0,153,749,1370
7,4/22/2016,Friday,2915,1.809999943,1.809999943,0,0,0,1.809999943,0,0,0,162,712,1399
7,4/23/2016,Saturday,12357,7.710000038,7.710000038,0,0,0,7.710000038,0,0,0,432,458,1916
7,4/24/2016,Sunday,3490,2.160000086,2.160000086,0,0,0,2.160000086,0,0,0,164,704,1401
7,4/25/2016,Monday,6017,3.730000019,3.730000019,0,0,0,3.730000019,0,0,0,260,821,1576
7,4/26/2016,Tuesday,5933,3.680000067,3.680000067,0,0,0,3.680000067,0,0,0,288,1018,1595
7,4/27/2016,Wednesday,6088,3.769999981,3.769999981,0,0,0,3.769999981,0,0,0,286,586,1593
7,4/28/2016,Thursday,6375,3.950000048,3.950000048,0,0,0,3.950000048,0,0,0,331,626,1649
7,4/29/2016,Friday,7604,4.710000038,4.710000038,0,0,0,4.710000038,0,0,0,352,492,1692
7,4/30/2016,Saturday,4729,2.930000067,2.930000067,0,0,0,2.930000067,0,0,0,233,594,1506
7,5/1/2016,Sunday,3609,2.279999971,2.279999971,0,0,0,2.279999971,0,0,0,191,716,1447
7,5/2/2016,Monday,7018,4.349999905,4.349999905,0,0,0,4.349999905,0,0,0,355,716,1690
7,5/3/2016,Tuesday,5992,3.720000029,3.720000029,0,0,0,3.720000029,0,0,0,304,981,1604
7,5/4/2016,Wednesday,6564,4.070000172,4.070000172,0,0,0,4.070000172,0,0,0,345,530,1658
7,5/5/2016,Thursday,12167,7.539999962,7.539999962,0,0,0,7.539999962,0,0,0,475,479,1926
7,5/6/2016,Friday,8198,5.079999924,5.079999924,0,0,0,5.079999924,0,0,0,383,511,1736
7,5/7/2016,Saturday,4193,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,229,665,1491
7,5/8/2016,Sunday,5528,3.450000048,3.450000048,0,0,0,3.450000048,0,0,0,258,610,1555
7,5/9/2016,Monday,10685,6.619999886,6.619999886,0,0,0,6.599999905,0,0,0,401,543,1869
7,5/10/2016,Tuesday,254,0.159999996,0.159999996,0,0,0,0.159999996,0,0,0,17,1002,1141
7,5/11/2016,Wednesday,8580,5.320000172,5.320000172,0,0,0,5.320000172,0,0,0,330,569,1698
7,5/12/2016,Thursday,8891,5.510000229,5.510000229,0,0,0,5.510000229,0,0,0,343,330,1364
8,4/12/2016,Tuesday,10725,7.489999771,7.489999771,0,1.169999957,0.310000002,6.010000229,0,13,9,306,1112,2124
8,4/13/2016,Wednesday,7275,4.900000095,4.900000095,0,0,0,4.900000095,0,0,0,335,1105,2003
8,4/14/2016,Thursday,3973,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,191,1249,1696
8,4/15/2016,Friday,5205,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,245,1195,1801
8,4/16/2016,Saturday,5057,3.410000086,3.410000086,0,0,0,3.400000095,0,0,0,195,1245,1724
8,4/17/2016,Sunday,6198,4.179999828,4.179999828,0,0,0,4.179999828,0,0,0,249,1191,1852
8,4/18/2016,Monday,6559,4.420000076,4.420000076,0,0,0.25999999,4.139999866,0,0,7,260,1173,1905
8,4/19/2016,Tuesday,5997,4.039999962,4.039999962,0,0,0.379999995,3.660000086,0,0,11,228,1201,1811
8,4/20/2016,Wednesday,7192,4.849999905,4.849999905,0,0,0.49000001,4.340000153,0,0,11,283,1146,1922
8,4/21/2016,Thursday,3404,2.289999962,2.289999962,0,0.059999999,0.419999987,1.809999943,0,1,10,127,1302,1610
8,4/22/2016,Friday,5583,3.75999999,3.75999999,0,0,0,3.75999999,0,0,0,266,1174,1851
8,4/23/2016,Saturday,5079,3.420000076,3.420000076,0,0,0,3.420000076,0,0,0,242,1129,1804
8,4/24/2016,Sunday,4165,2.809999943,2.809999943,0,0,0,2.799999952,0,0,0,204,1236,1725
8,4/25/2016,Monday,3588,2.420000076,2.420000076,0,0.230000004,0.200000003,1.99000001,0,3,5,152,1280,1654
8,4/26/2016,Tuesday,3409,2.299999952,2.299999952,0,0,0,2.299999952,0,0,0,147,1293,1632
8,4/27/2016,Wednesday,1715,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,82,1358,1481
8,4/28/2016,Thursday,1532,1.029999971,1.029999971,0,0,0,1.029999971,0,0,0,76,1364,1473
8,4/29/2016,Friday,924,0.620000005,0.620000005,0,0,0,0.620000005,0,0,0,45,1395,1410
8,4/30/2016,Saturday,4571,3.079999924,3.079999924,0,0,0,3.069999933,0,0,0,234,1206,1779
8,5/1/2016,Sunday,772,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,40,1400,1403
8,5/2/2016,Monday,3634,2.450000048,2.450000048,0,0.360000014,0.209999993,1.879999995,0,5,6,123,1306,1613
8,5/3/2016,Tuesday,7443,5.019999981,5.019999981,0,1.49000001,0.370000005,3.160000086,0,20,10,206,1204,1878
8,5/4/2016,Wednesday,1201,0.810000002,0.810000002,0,0,0,0.810000002,0,0,0,52,1388,1426
8,5/5/2016,Thursday,5202,3.50999999,3.50999999,0,0,0.389999986,3.109999895,0,0,11,223,1206,1780
8,5/6/2016,Friday,4878,3.289999962,3.289999962,0,0,0,3.289999962,0,0,0,204,1236,1742
8,5/7/2016,Saturday,7379,4.96999979,4.96999979,0,0,0,4.96999979,0,0,0,319,1121,1972
8,5/8/2016,Sunday,5161,3.480000019,3.480000019,0,0,0,3.470000029,0,0,0,247,1193,1821
